InChI	CID	IUPAC_name	Molecular_formula	Molecular_weight	Isomeric_smiles	Canonical_smiles	abbrv	Name
LRSASMSXMSNRBT-UHFFFAOYSA-N	65040	6-amino-5-methyl-1H-pyrimidin-2-one	C5H7N3O	125.13	CC1=C(NC(=O)N=C1)N	CC1=C(NC(=O)N=C1)N	5mcsn	5-Methylcytosine
UBORTCNDUKBEOP-UUOKFMHZSA-N	64959	9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purine-2,6-dione	C10H12N4O6	284.23	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O	xtsn	Xanthosine
HOVAGTYPODGVJG-ZFYZTMLRSA-N	64947	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-methoxyoxane-3,4,5-triol	C7H14O6	194.18	CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O	COC1C(C(C(C(O1)CO)O)O)O	madg	Alpha Methyl D glucoside C7H14O6
OIRDTQYFTABQOQ-KQYNXXCUSA-N	60961	(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	C10H13N5O4	267.24	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	adn	Adenosine
OVRNDRQMDRJTHS-KEWYIRBNSA-N	35717	N-[(3R,4R,5R,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide	C8H15NO6	221.21	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1O)CO)O)O	CC(=O)NC1C(C(C(OC1O)CO)O)O	acgal	N-Acetyl-D-galactosamine
MEFKEPWMEQBLKI-AIRLBKTGSA-O	34756	[(3S)-3-amino-3-carboxypropyl]-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl]-methylsulfanium	C15H23N6O5S+	399.4	C[S+](CC[C@@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O	C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	amet	S-Adenosyl-L-methionine
PTFCDOFLOPIGGS-UHFFFAOYSA-N	32051	zinc(2+)	Zn+2	65.4	[Zn+2]	[Zn+2]	zn2	Zinc
KRKNYBCHXYNGOX-UHFFFAOYSA-K	31348	2-hydroxypropane-1,2,3-tricarboxylate	C6H5O7-3	189.10	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O	cit	Citrate
WLZRMCYVCSSEQC-UHFFFAOYSA-N	31193	cadmium(2+)	Cd+2	112.41	[Cd+2]	[Cd+2]	cd2	Cadmium
VTLYFUHAOXGGBS-UHFFFAOYSA-N	29936	iron(3+)	Fe+3	55.84	[Fe+3]	[Fe+3]	fe3	Iron (Fe3+)
WAEMQWOKJMHJLA-UHFFFAOYSA-N	27854	manganese(2+)	Mn+2	54.93804	[Mn+2]	[Mn+2]	mn2	Manganese
CWYNVVGOOAEACU-UHFFFAOYSA-N	27284	iron(2+)	Fe+2	55.84	[Fe+2]	[Fe+2]	fe2	Fe2+ mitochondria
JPVYNHNXODAKFH-UHFFFAOYSA-N	27099	copper(2+)	Cu+2	63.55	[Cu+2]	[Cu+2]	cu2	Copper
BQPIGGFYSBELGY-UHFFFAOYSA-N	26623	mercury(2+)	Hg+2	200.59	[Hg+2]	[Hg+2]	hg2	Mercury  charged 2  Hg
QYHFIVBSNOWOCQ-UHFFFAOYSA-L	26473	selenate	O4Se-2	142.97	[O-][Se](=O)(=O)[O-]	[O-][Se](=O)(=O)[O-]	sel	Selenate
ZKZBPNGNEQAJSX-REOHCLBHSA-N	25076	(2R)-2-amino-3-selanylpropanoic acid	C3H7NO2Se	168.06	C([C@@H](C(=O)O)N)[SeH]	C(C(C(=O)O)N)[SeH]	selcys	Selenocysteine
MEFBJEMVZONFCJ-UHFFFAOYSA-N	24621	dioxido(dioxo)molybdenum	MoO4-2	159.95	[O-][Mo](=O)(=O)[O-]	[O-][Mo](=O)(=O)[O-]	mobd	Molybdate
ZCDOYSPFYFSLEW-UHFFFAOYSA-N	24461	dioxido(dioxo)chromium	CrO4-2	115.994	[O-][Cr](=O)(=O)[O-]	[O-][Cr](=O)(=O)[O-]	cro4	Chromate
ZAQJHHRNXZUBTE-WVZVXSGGSA-N	22253	(3R,4S)-1,3,4,5-tetrahydroxypentan-2-one	C5H10O5	150.13	C([C@@H]([C@H](C(=O)CO)O)O)O	C(C(C(C(=O)CO)O)O)O	xylu__L	L-Xylulose
PNNNRSAQSRJVSB-BXKVDMCESA-N	19233	(2R,3R,4S,5S)-2,3,4,5-tetrahydroxyhexanal	C6H12O5	164.16	C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O	CC(C(C(C(C=O)O)O)O)O	rmn	L-Rhamnose
WQZGKKKJIJFFOK-QTVWNMPRSA-N	18950	(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	C6H12O6	180.16	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O	man	D-Mannose
VHUUQVKOLVNVRT-UHFFFAOYSA-N	14923	azanium;hydroxide	H5NO	35.046	[NH4+].[OH-]	[NH4+].[OH-]	nh4oh	Ammonium hydroxide
OLXZPDWKRNYJJZ-RRKCRQDMSA-N	13730	(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol	C10H13N5O3	251.24	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O	C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O	dad_2	Deoxyadenosine
MXHRCPNRJAMMIM-SHYZEUOFSA-N	13712	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	C9H12N2O5	228.20	C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O	C1C(C(OC1N2C=CC(=O)NC2=O)CO)O	duri	Deoxyuridine
CKTSBUTUHBMZGZ-SHYZEUOFSA-N	13711	4-amino-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	C9H13N3O4	227.22	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O	C1C(C(OC1N2C=CC(=NC2=O)N)CO)O	dcyt	Deoxycytidine
UKAUYVFTDYCKQA-VKHMYHEASA-N	12647	(2S)-2-amino-4-hydroxybutanoic acid	C4H9NO3	119.12	C(CO)[C@@H](C(=O)O)N	C(CO)C(C(=O)O)N	hom__L	L-Homoserine
OVWYEQOVUDKZNU-UHFFFAOYSA-N	12105	3-methylbenzaldehyde	C8H8O	120.15	CC1=CC(=CC=C1)C=O	CC1=CC(=CC=C1)C=O	3mbzald	3-Methylbenzaldehyde
FBPFZTCFMRRESA-GUCUJZIJSA-N	11850	(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol	C6H14O6	182.17	C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O	C(C(C(C(C(CO)O)O)O)O)O	galt	Galactitol
KMTDMTZBNYGUNX-UHFFFAOYSA-N	11505	(4-methylphenyl)methanol	C8H10O	122.16	CC1=CC=C(C=C1)CO	CC1=CC=C(C=C1)CO	4mbzalc	4-methylbenzyl alcohol
JJCKHVUTVOPLBV-UHFFFAOYSA-N	11476	(3-methylphenyl)methanol	C8H10O	122.16	CC1=CC(=CC=C1)CO	CC1=CC(=CC=C1)CO	3mbzalc	3-methylbenzyl alcohol
DLRVVLDZNNYCBX-ZZFZYMBESA-N	11458	(2R,3R,4S,5S,6R)-6-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol	C12H22O11	342.30	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O)O)O)O)O	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	melib	Melibiose C12H22O11
YMAWOPBAYDPSLA-UHFFFAOYSA-N	11163	2-[(2-aminoacetyl)amino]acetic acid	C4H8N2O3	132.12	C(C(=O)NCC(=O)O)N	C(C(=O)NCC(=O)O)N	glygly	Glycylglycine C4H8N2O3
NGHVIOIJCVXTGV-ALEPSDHESA-N	11082	(2S,5R,6R)-6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	C8H12N2O3S	216.26	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N)C(=O)O)C	CC1(C(N2C(S1)C(C2=O)N)C(=O)O)C	6apa	6 Aminopenicillanic acid C8H12N2O3S
PHIQHXFUZVPYII-ZCFIWIBFSA-N	10917	(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate	C7H15NO3	161.20	C[N+](C)(C)C[C@@H](CC(=O)[O-])O	C[N+](C)(C)CC(CC(=O)[O-])O	crn	L-Carnitine
GUBGYTABKSRVRQ-QRZGKKJRSA-N	10712	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol	C12H22O11	342.30	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	cellb	Cellobiose
YPFDHNVEDLHUCE-UHFFFAOYSA-N	10442	propane-1,3-diol	C3H8O2	76.09	C(CO)CO	C(CO)CO	13ppd	1,3-Propanediol
ZBCATMYQYDCTIZ-UHFFFAOYSA-N	9958	4-methylbenzene-1,2-diol	C7H8O2	124.14	CC1=CC(=C(C=C1)O)O	CC1=CC(=C(C=C1)O)O	4mcat	4-Methylcatechol
RHGKLRLOHDJJDR-BYPYZUCNSA-N	9750	(2S)-2-amino-5-(carbamoylamino)pentanoic acid	C6H13N3O3	175.19	C(C[C@@H](C(=O)O)N)CNC(=O)N	C(CC(C(=O)O)N)CNC(=O)N	citr__L	L-Citrulline
ZMZDMBWJUHKJPS-UHFFFAOYSA-M	9322	thiocyanate	CNS-	58.08	C(#N)[S-]	C(#N)[S-]	tcynt	Thiocyanate
IBGBGRVKPALMCQ-UHFFFAOYSA-N	8768	3,4-dihydroxybenzaldehyde	C7H6O3	138.12	C1=CC(=C(C=C1C=O)O)O	C1=CC(=C(C=C1C=O)O)O	34dhbald	3,4-dihydroxybenzaldehyde
XLSMFKSTNGKWQX-UHFFFAOYSA-N	8299	1-hydroxypropan-2-one	C3H6O2	74.08	CC(=O)CO	CC(=O)CO	acetol	Acetol cytosol
HGBOYTHUEUWSSQ-UHFFFAOYSA-N	8063	pentanal	C5H10O	86.13	CCCCC=O	CCCCC=O	ptal	Pentanal
IVSZLXZYQVIEFR-UHFFFAOYSA-N	7929	1,3-xylene	C8H10	106.16	CC1=CC(=CC=C1)C	CC1=CC(=CC=C1)C	m_xyl	M-Xylene
URLKBWYHVLBVBO-UHFFFAOYSA-N	7809	1,4-xylene	C8H10	106.16	CC1=CC=C(C=C1)C	CC1=CC=C(C=C1)C	p_xyl	P-methyltoluene
FXLOVSHXALFLKQ-UHFFFAOYSA-N	7725	4-methylbenzaldehyde	C8H8O	120.15	CC1=CC=C(C=C1)C=O	CC1=CC=C(C=C1)C=O	4mbzald	P-methylbenzaldehyde
LSBDFXRDZJMBSC-UHFFFAOYSA-N	7680	2-phenylacetamide	C8H9NO	135.16	C1=CC=C(C=C1)CC(=O)N	C1=CC=C(C=C1)CC(=O)N	pad	2 Phenylacetamide C8H9NO
HDTRYLNUVZCQOY-LIZSDCNHSA-N	7427	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol	C12H22O11	342.30	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O	C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O	tre	Trehalose
BYGQBDHUGHBGMD-UHFFFAOYSA-N	7284	2-methylbutanal	C5H10O	86.13	CCC(C)C=O	CCC(C)C=O	2mbald	2 methylbutyraldehyde C5H10O
SRBFZHDQGSBBOR-ZRMNMSDTSA-N	6902	(3S,4R,5R)-oxane-2,3,4,5-tetrol	C5H10O5	150.13	C1[C@H]([C@H]([C@@H](C(O1)O)O)O)O	C1C(C(C(C(O1)O)O)O)O	arab__D	D Arabinose C5H10O5
AGPKZVBTJJNPAG-WHFBIAKZSA-N	6306	(2S,3S)-2-amino-3-methylpentanoic acid	C6H13NO2	131.17	CC[C@H](C)[C@@H](C(=O)O)N	CCC(C)C(C(=O)O)N	ile__L	L-Isoleucine
QIVBCDIJIAJPQS-VIFPVBQESA-N	6305	(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid	C11H12N2O2	204.22	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N	trp__L	L-Tryptophan
AYFVYJQAPQTCCC-GBXIJSLDSA-N	6288	(2S,3R)-2-amino-3-hydroxybutanoic acid	C4H9NO3	119.12	C[C@H]([C@@H](C(=O)O)N)O	CC(C(C(=O)O)N)O	thr__L	L-Threonine
KZSNJWFQEVHDMF-BYPYZUCNSA-N	6287	(2S)-2-amino-3-methylbutanoic acid	C5H11NO2	117.15	CC(C)[C@@H](C(=O)O)N	CC(C)C(C(=O)O)N	val__L	L-Valine
HNDVDQJCIGZPNO-YFKPBYRVSA-N	6274	(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid	C6H9N3O2	155.15	C1=C(NC=N1)C[C@@H](C(=O)O)N	C1=C(NC=N1)CC(C(=O)O)N	his__L	L-Histidine
DCXYFEDJOCDNAF-REOHCLBHSA-N	6267	(2S)-2,4-diamino-4-oxobutanoic acid	C4H8N2O3	132.12	C([C@@H](C(=O)O)N)C(=O)N	C(C(C(=O)O)N)C(=O)N	asn__L	L-Asparagine
FBPFZTCFMRRESA-KVTDHHQDSA-N	6251	(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol	C6H14O6	182.17	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	C(C(C(C(C(CO)O)O)O)O)O	mnl	D-Mannitol
JARKCYVAAOWBJS-UHFFFAOYSA-N	6184	hexanal	C6H12O	100.16	CCCCCC=O	CCCCCC=O	hxal	Hexanal C6H12O
UHDGCWIWMRVCDJ-XVFCMESISA-N	6175	4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	C9H13N3O5	243.22	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	cytd	Cytidine
COLNVLDHVKWLRT-QMMMGPOBSA-N	6140	(2S)-2-amino-3-phenylpropanoic acid	C9H11NO2	165.19	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	C1=CC=C(C=C1)CC(C(=O)O)N	phe__L	L-Phenylalanine
FFEARJCKVFRZRR-BYPYZUCNSA-N	6137	(2S)-2-amino-4-methylsulfanylbutanoic acid	C5H11NO2S	149.21	CSCC[C@@H](C(=O)O)N	CSCCC(C(=O)O)N	met__L	L-Methionine
ROHFNLRQFUQHCH-YFKPBYRVSA-N	6106	(2S)-2-amino-4-methylpentanoic acid	C6H13NO2	131.17	CC(C)C[C@@H](C(=O)O)N	CC(C)CC(C(=O)O)N	leu__L	L-Leucine
OUYCCCASQSFEME-QMMMGPOBSA-N	6057	(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid	C9H11NO3	181.19	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	C1=CC(=CC=C1CC(C(=O)O)N)O	tyr__L	L-Tyrosine
MYVIATVLJGTBFV-UHFFFAOYSA-M	6042	2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol;chloride	C12H17ClN4OS	300.81	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-]	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-]	thm	Thiamin
DRTQHJPVMGBUCF-XVFCMESISA-N	6029	1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	C9H12N2O6	244.20	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	uri	Uridine
HVYWMOMLDIMFJA-DPAQBDIFSA-N	5997	(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	C27H46O	386.7	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	chsterol	Chsterol c
CZMRCDWAGMRECN-UGDNZRGBSA-N	5988	(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	C12H22O11	342.30	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucr	Sucrose C12H22O11
ZDXPYRJPNDTMRX-VKHMYHEASA-N	5961	(2S)-2,5-diamino-5-oxopentanoic acid	C5H10N2O3	146.14	C(CC(=O)N)[C@@H](C(=O)O)N	C(CC(=O)N)C(C(=O)O)N	gln__L	L-Glutamine
WIIZWVCIJKGZOK-RKDXNWHRSA-N	5959	2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide	C11H12Cl2N2O5	323.13	C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]	cm	Chloramphenicol
MTCFGRXMJLQNBG-REOHCLBHSA-N	5951	(2S)-2-amino-3-hydroxypropanoic acid	C3H7NO3	105.09	C([C@@H](C(=O)O)N)O	C(C(C(=O)O)N)O	ser__L	L-Serine
QNAYBMKLOCPYGJ-REOHCLBHSA-N	5950	(2S)-2-aminopropanoic acid	C3H7NO2	89.09	C[C@@H](C(=O)O)N	CC(C(=O)O)N	ala__L	L-Alanine
XUJNEKJLAYXESH-REOHCLBHSA-N	5862	(2R)-2-amino-3-sulfanylpropanoic acid	C3H7NO2S	121.16	C([C@@H](C(=O)O)N)S	C(C(C(=O)O)N)S	cys__L	L-Cysteine
PMMYEEVYMWASQN-DMTCNVIQSA-N	5810	(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid	C5H9NO3	131.13	C1[C@H](CN[C@@H]1C(=O)O)O	C1C(CNC1C(=O)O)O	4hpro_LT	Trans 4 Hydroxy L proline C5H9NO3
WQZGKKKJIJFFOK-GASJEMHNSA-N	5793	(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	C6H12O6	180.16	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O	glc__D	D-Glucose
IQFYYKKMVGJFEH-XLPZGREQSA-N	5789	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione	C10H14N2O5	242.23	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	thymd	Thymidine C10H14N2O5
FBPFZTCFMRRESA-JGWLITMVSA-N	5780	(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol	C6H14O6	182.17	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	C(C(C(C(C(CO)O)O)O)O)O	sbt__D	D-Sorbitol
HMFHBZSHGGEWLO-SOOFDHNKSA-N	5779	(3R,4S,5R)-5-(hydroxymethyl)oxolane-2,3,4-triol	C5H10O5	150.13	C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O	C(C1C(C(C(O1)O)O)O)O	rib__D	D-Ribose
CQRYARSYNCAZFO-UHFFFAOYSA-N	5146	2-(hydroxymethyl)phenol	C7H8O2	124.14	C1=CC=C(C(=C1)CO)O	C1=CC=C(C(=C1)CO)O	2hymeph	2-(Hydroxymethyl)phenol
ALYNCZNDIQEVRV-UHFFFAOYSA-M	4876	4-aminobenzoate	C7H6NO2-	136.13	C1=CC(=CC=C1C(=O)[O-])N	C1=CC(=CC=C1C(=O)[O-])N	4abz	4-Aminobenzoate
IWDCLRJOBJJRNH-UHFFFAOYSA-N	2879	4-methylphenol	C7H8O	108.14	CC1=CC=C(C=C1)O	CC1=CC=C(C=C1)O	4crsol	P-Cresol
GEJXSVNGWOSZPC-UHFFFAOYSA-N	1194	2,3,4,5-tetrahydropyridine-6-carboxylic acid	C6H9NO2	127.14	C1CCN=C(C1)C(=O)O	C1CCN=C(C1)C(=O)O	1pipdn2c	Delta1-Piperideine-2-carboxylate
LRFVTYWOQMYALW-UHFFFAOYSA-N	1188	3,7-dihydropurine-2,6-dione	C5H4N4O2	152.11	C1=NC2=C(N1)C(=O)NC(=O)N2	C1=NC2=C(N1)C(=O)NC(=O)N2	xan	Xanthine
MWOOGOJBHIARFG-UHFFFAOYSA-N	1183	4-hydroxy-3-methoxybenzaldehyde	C8H8O3	152.15	COC1=C(C=CC(=C1)C=O)O	COC1=C(C=CC(=C1)C=O)O	vanln	Vanillin
XSQUKJJJFZCRTK-UHFFFAOYSA-N	1176	urea	CH4N2O	60.056	C(=O)(N)N	C(=O)(N)N	urea	Urea CH4N2O
LEHOTFFKMJEONL-UHFFFAOYSA-N	1175	7,9-dihydro-3H-purine-2,6,8-trione	C5H4N4O3	168.11	C12=C(NC(=O)N1)NC(=O)NC2=O	C12=C(NC(=O)N1)NC(=O)NC2=O	urate	Urate C5H4N4O3
ISAKRJDGNUQOIC-UHFFFAOYSA-N	1174	1H-pyrimidine-2,4-dione	C4H4N2O2	112.09	C1=CNC(=O)NC1=O	C1=CNC(=O)NC1=O	ura	Uracil
UYPYRKYUKCHHIB-UHFFFAOYSA-N	1145	N,N-dimethylmethanamine oxide	C3H9NO	75.11	C[N+](C)(C)[O-]	C[N+](C)(C)[O-]	tmao	Trimethylamine N-oxide
YXFVVABEGXRONW-UHFFFAOYSA-N	1140	toluene	C7H8	92.14	CC1=CC=CC=C1	CC1=CC=CC=C1	tol	Toluene
BKAWJIRCKVUVED-UHFFFAOYSA-N	1136	2-(4-methyl-1,3-thiazol-5-yl)ethanol	C6H9NOS	143.21	CC1=C(SC=N1)CCO	CC1=C(SC=N1)CCO	4mhetz	4-Methyl-5-(2-hydroxyethyl)-thiazole
RWQNBRDOKXIBIV-UHFFFAOYSA-N	1135	5-methyl-1H-pyrimidine-2,4-dione	C5H6N2O2	126.11	CC1=CNC(=O)NC1=O	CC1=CNC(=O)NC1=O	thym	Thymine C5H6N2O2
XOAAWQZATWQOTB-UHFFFAOYSA-N	1123	2-aminoethanesulfonic acid	C2H7NO3S	125.15	C(CS(=O)(=O)O)N	C(CS(=O)(=O)O)N	taur	Taurine C2H7NO3S
QAOWNCQODCNURD-UHFFFAOYSA-L	1117	sulfate	O4S-2	96.07	[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	so4	Sulfate
LSNNMFCWUKXFEE-UHFFFAOYSA-L	1099	sulfite	O3S-2	80.07	[O-]S(=O)[O-]	[O-]S(=O)[O-]	so3	Sulfite
MCAHWIHFGHIESP-UHFFFAOYSA-L	1090	selenite	O3Se-2	126.97	[O-][Se](=O)[O-]	[O-][Se](=O)[O-]	slnt	Selenite
FSYKKLYZXJSNPZ-UHFFFAOYSA-N	1088	2-(methylamino)acetic acid	C3H7NO2	89.09	CNCC(=O)O	CNCC(=O)O	sarcs	Sarcosine C3H7NO2
ARGXEXVCHMNAQU-UHFFFAOYSA-N	1076	S-(8-amino-8-oxo-1-sulfanyloctan-3-yl) ethanethioate	C10H19NO2S2	249.4	CC(=O)SC(CCCCC(=O)N)CCS	CC(=O)SC(CCCCC(=O)N)CCS	adhlam	S-Acetyldihydrolipoamide
QMMFVYPAHWMCMS-UHFFFAOYSA-N	1068	methylsulfanylmethane	C2H6S	62.14	CSC	CSC	dms	Dimethyl sulfide
LXNHXLLTXMVWPM-UHFFFAOYSA-N	1054	4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol	C8H11NO3	169.18	CC1=NC=C(C(=C1O)CO)CO	CC1=NC=C(C(=C1O)CO)CO	pydxn	Pyridoxine
RADKZDMFGJYCBB-UHFFFAOYSA-N	1050	3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde	C8H9NO3	167.16	CC1=NC=C(C(=C1O)C=O)CO	CC1=NC=C(C(=C1O)C=O)CO	pydx	Pyridoxal
GPRLSGONYQIRFK-UHFFFAOYSA-N	1038	hydron	H+	1.0080	[H+]	[H+]	h	H+
BDERNNFJNOPAEC-UHFFFAOYSA-N	1031	propan-1-ol	C3H8O	60.10	CCCO	CCCO	ppoh	1-Propanol
DTUQWGWMVIHBKE-UHFFFAOYSA-N	998	2-phenylacetaldehyde	C8H8O	120.15	C1=CC=C(C=C1)CC=O	C1=CC=C(C=C1)CC=O	pacald	Phenylacetaldehyde
ISWSIDIOOBJBQZ-UHFFFAOYSA-N	996	phenol	C6H6O	94.11	C1=CC=C(C=C1)O	C1=CC=C(C=C1)O	phenol	Phenol
MYMOFIZGZYHOMD-UHFFFAOYSA-N	977	molecular oxygen	O2	31.999	O=O	O=O	o2	O2 O2
XLYOFNOQVPJJNP-UHFFFAOYSA-N	962	oxidane	H2O	18.015	O	O	h2o	H2O H2O
GQPLMRYTRLFLPF-UHFFFAOYSA-N	948	nitrous oxide	N2O	44.013	[N-]=[N+]=O	[N-]=[N+]=O	n2o	Nitrous oxide
IJGRMHOSHXDMSA-UHFFFAOYSA-N	947	molecular nitrogen	N2	28.014	N#N	N#N	n2	Nitrogen
IOVCWXUNBOPUCH-UHFFFAOYSA-M	946	nitrite	NO2-	46.006	N(=O)[O-]	N(=O)[O-]	no2	Nitrite
NHNBFGGVMKEFGY-UHFFFAOYSA-N	943	nitrate	NO3-	62.005	[N+](=O)([O-])[O-]	[N+](=O)([O-])[O-]	no3	Nitrate
