Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	4561448	4561636		plus	DUF2065 family protein			protein-coding			WP_302089873.1	DUF2065 family protein	62	QYQ99_RS21070
NZ_CP129672.1	4561730	4562878		plus	ATP phosphoribosyltransferase regulatory subunit			protein-coding			WP_302089874.1	ATP phosphoribosyltransferase regulatory subunit	382	QYQ99_RS21075
NZ_CP129672.1	4562916	4564292		plus	adenylosuccinate synthase			protein-coding			WP_302089875.1	adenylosuccinate synthase	458	QYQ99_RS21080
NZ_CP129672.1	4564333	4564857		plus	phosphoribosyltransferase			protein-coding			WP_302089876.1	phosphoribosyltransferase	174	QYQ99_RS21085
NZ_CP129672.1	4565138	4566307		plus	beta-propeller fold lactonase family protein			protein-coding			WP_302089877.1	beta-propeller fold lactonase family protein	389	QYQ99_RS21090
NZ_CP129672.1	4566380	4567207		plus	polysaccharide deacetylase family protein			protein-coding			WP_302089878.1	polysaccharide deacetylase family protein	275	QYQ99_RS21095
NZ_CP129672.1	4567229	4568209		plus	sterol desaturase family protein			protein-coding			WP_302089879.1	sterol desaturase family protein	326	QYQ99_RS21100
NZ_CP129672.1	4568224	4569111		plus	EI24 domain-containing protein			protein-coding			WP_302093234.1	EI24 domain-containing protein	295	QYQ99_RS21105
NZ_CP129672.1	4569434	4570849		plus	type I glutamate--ammonia ligase	glnA		protein-coding			WP_302089880.1	type I glutamate--ammonia ligase	471	QYQ99_RS21110
NZ_CP129672.1	4571029	4571544		plus	hypothetical protein			protein-coding			WP_302089881.1	hypothetical protein	171	QYQ99_RS21115
NZ_CP129672.1	4571581	4572690		plus	nitrogen regulation protein NR(II)	glnL		protein-coding			WP_034376604.1	nitrogen regulation protein NR(II)	369	QYQ99_RS21120
NZ_CP129672.1	4572737	4574287		plus	nitrogen regulation protein NR(I)	ntrC		protein-coding			WP_302089882.1	nitrogen regulation protein NR(I)	516	QYQ99_RS21125
NZ_CP129672.1	4574427	4575254		plus	hypothetical protein			protein-coding			WP_302089883.1	hypothetical protein	275	QYQ99_RS21130
NZ_CP129672.1	4575268	4576044		minus	exodeoxyribonuclease III	xth		protein-coding			WP_302089884.1	exodeoxyribonuclease III	258	QYQ99_RS21135
NZ_CP129672.1	4576329	4576535		plus	putative hemolysin			protein-coding			WP_034359314.1	putative hemolysin	68	QYQ99_RS21140
NZ_CP129672.1	4576631	4577713		minus	metallophosphoesterase			protein-coding			WP_302089885.1	metallophosphoesterase	360	QYQ99_RS21145
NZ_CP129672.1	4577914	4578417		minus	dihydrofolate reductase			protein-coding			WP_302089886.1	dihydrofolate reductase	167	QYQ99_RS21150
NZ_CP129672.1	4578541	4579371		minus	thymidylate synthase			protein-coding			WP_302089887.1	thymidylate synthase	276	QYQ99_RS21155
NZ_CP129672.1	4579615	4580196		plus	hypothetical protein			protein-coding			WP_302089888.1	hypothetical protein	193	QYQ99_RS21160
NZ_CP129672.1	4580266	4581708		minus	FAD-binding oxidoreductase			protein-coding			WP_302089889.1	FAD-binding oxidoreductase	480	QYQ99_RS21165
NZ_CP129672.1	4581852	4582805		plus	LysR family transcriptional regulator			protein-coding			WP_302089890.1	LysR family transcriptional regulator	317	QYQ99_RS21170
NZ_CP129672.1	4582792	4583307		minus	DUF2069 domain-containing protein			protein-coding			WP_326999258.1	DUF2069 domain-containing protein	171	QYQ99_RS21175
NZ_CP129672.1	4583847	4585130		plus	YihY family inner membrane protein			protein-coding			WP_302093235.1	YihY family inner membrane protein	427	QYQ99_RS21180
NZ_CP129672.1	4585265	4585621		minus	DUF962 domain-containing protein			protein-coding			WP_302089891.1	DUF962 domain-containing protein	118	QYQ99_RS21185
NZ_CP129672.1	4585874	4586686		plus	alpha/beta fold hydrolase			protein-coding			WP_302089892.1	alpha/beta fold hydrolase	270	QYQ99_RS21190
NZ_CP129672.1	4586672	4587559		minus	PoNe immunity protein domain-containing protein			protein-coding			WP_302089893.1	PoNe immunity protein domain-containing protein	295	QYQ99_RS21195
NZ_CP129672.1	4587577	4588386		minus	alpha/beta fold hydrolase			protein-coding			WP_302089894.1	alpha/beta fold hydrolase	269	QYQ99_RS21200
NZ_CP129672.1	4588415	4589914		minus	DUF4303 domain-containing protein			protein-coding			WP_302089895.1	DUF4303 domain-containing protein	499	QYQ99_RS21205
NZ_CP129672.1	4589930	4591228		minus	O-acetylhomoserine aminocarboxypropyltransferase			protein-coding			WP_003076227.1	O-acetylhomoserine aminocarboxypropyltransferase	432	QYQ99_RS21210
NZ_CP129672.1	4591483	4591935		plus	CBS domain-containing protein			protein-coding			WP_302089896.1	CBS domain-containing protein	150	QYQ99_RS21215
NZ_CP129672.1	4592079	4593176		plus	chorismate synthase	aroC		protein-coding			WP_302089897.1	chorismate synthase	365	QYQ99_RS21220
NZ_CP129672.1	4593227	4595062		plus	bifunctional metallophosphatase/5'-nucleotidase			protein-coding			WP_302089898.1	bifunctional metallophosphatase/5'-nucleotidase	611	QYQ99_RS21225
NZ_CP129672.1	4595194	4595676		minus	transcriptional regulator NrdR	nrdR		protein-coding			WP_087081895.1	transcriptional regulator NrdR	160	QYQ99_RS21230
NZ_CP129672.1	4595698	4596945		minus	serine hydroxymethyltransferase	glyA		protein-coding			WP_302089899.1	serine hydroxymethyltransferase	415	QYQ99_RS21235
NZ_CP129672.1	4597251	4598084		minus	lytic transglycosylase domain-containing protein			protein-coding			WP_034348900.1	lytic transglycosylase domain-containing protein	277	QYQ99_RS21240
NZ_CP129672.1	4598954	4602862		plus	DUF748 domain-containing protein			protein-coding			WP_302089900.1	DUF748 domain-containing protein	1302	QYQ99_RS21245
NZ_CP129672.1	4603078	4605732		plus	DUF349 domain-containing protein			protein-coding			WP_302089901.1	DUF349 domain-containing protein	884	QYQ99_RS21250
NZ_CP129672.1	4606165	4606536		minus	hypothetical protein			protein-coding			WP_437439050.1	hypothetical protein	123	QYQ99_RS28505
NZ_CP129672.1	4606549	4606905		plus	uncharacterized gene			pseudogene						QYQ99_RS28510
NZ_CP129672.1	4606861	4606945		minus	tRNA-Leu			tRNA						QYQ99_RS21260
NZ_CP129672.1	4607170	4607254		minus	tRNA-Leu			tRNA						QYQ99_RS21265
NZ_CP129672.1	4607398	4607482		minus	tRNA-Leu			tRNA						QYQ99_RS21270
NZ_CP129672.1	4607626	4607710		minus	tRNA-Leu			tRNA						QYQ99_RS21275
NZ_CP129672.1	4607854	4607938		minus	tRNA-Leu			tRNA						QYQ99_RS21280
NZ_CP129672.1	4608084	4608168		minus	tRNA-Leu			tRNA						QYQ99_RS21285
NZ_CP129672.1	4608203	4610848		plus	ribonuclease R	rnr		protein-coding			WP_302089902.1	ribonuclease R	881	QYQ99_RS21290
NZ_CP129672.1	4610913	4612511		minus	NAD(P)H-hydrate dehydratase			protein-coding			WP_302089903.1	NAD(P)H-hydrate dehydratase	532	QYQ99_RS21295
NZ_CP129672.1	4612609	4613997		minus	amidase			protein-coding			WP_302089904.1	amidase	462	QYQ99_RS21300
NZ_CP129672.1	4614224	4614976		plus	30S ribosomal protein S2	rpsB		protein-coding			WP_034367375.1	30S ribosomal protein S2	250	QYQ99_RS21305
NZ_CP129672.1	4615086	4615979		plus	translation elongation factor Ts	tsf		protein-coding			WP_302089905.1	translation elongation factor Ts	297	QYQ99_RS21310
NZ_CP129672.1	4616073	4616795		plus	UMP kinase	pyrH		protein-coding			WP_302089906.1	UMP kinase	240	QYQ99_RS21315
NZ_CP129672.1	4616833	4617393		plus	ribosome recycling factor	frr		protein-coding			WP_302089907.1	ribosome recycling factor	186	QYQ99_RS21320
NZ_CP129672.1	4617465	4618154		plus	polyprenyl diphosphate synthase	uppS		protein-coding			WP_437439082.1	polyprenyl diphosphate synthase	229	QYQ99_RS21325
NZ_CP129672.1	4618169	4619026		plus	phosphatidate cytidylyltransferase			protein-coding			WP_302089909.1	phosphatidate cytidylyltransferase	285	QYQ99_RS21330
NZ_CP129672.1	4619023	4620201		plus	1-deoxy-D-xylulose-5-phosphate reductoisomerase	ispC		protein-coding			WP_302089910.1	1-deoxy-D-xylulose-5-phosphate reductoisomerase	392	QYQ99_RS21335
NZ_CP129672.1	4620294	4621664		plus	RIP metalloprotease RseP	rseP		protein-coding			WP_302089911.1	RIP metalloprotease RseP	456	QYQ99_RS21340
NZ_CP129672.1	4621708	4624023		plus	outer membrane protein assembly factor BamA	bamA		protein-coding			WP_302089912.1	outer membrane protein assembly factor BamA	771	QYQ99_RS21345
NZ_CP129672.1	4624023	4624529		plus	OmpH family outer membrane protein			protein-coding			WP_034367360.1	OmpH family outer membrane protein	168	QYQ99_RS21350
NZ_CP129672.1	4624546	4625547		plus	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD		protein-coding			WP_302089913.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	333	QYQ99_RS21355
NZ_CP129672.1	4625547	4625987		plus	3-hydroxyacyl-ACP dehydratase FabZ	fabZ		protein-coding			WP_003053425.1	3-hydroxyacyl-ACP dehydratase FabZ	146	QYQ99_RS21360
NZ_CP129672.1	4626003	4626791		plus	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA		protein-coding			WP_302089914.1	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	262	QYQ99_RS21365
NZ_CP129672.1	4626842	4628038		plus	lipid-A-disaccharide synthase	lpxB		protein-coding			WP_302089915.1	lipid-A-disaccharide synthase	398	QYQ99_RS21370
NZ_CP129672.1	4628001	4628732		plus	ribonuclease HII	rnhB		protein-coding			WP_302089916.1	ribonuclease HII	243	QYQ99_RS21375
NZ_CP129672.1	4628949	4629740		plus	TrmH family RNA methyltransferase			protein-coding			WP_302089917.1	TrmH family RNA methyltransferase	263	QYQ99_RS21380
NZ_CP129672.1	4630809	4632500		plus	group II intron reverse transcriptase/maturase	ltrA		protein-coding			WP_302089918.1	group II intron reverse transcriptase/maturase	563	QYQ99_RS21385
NZ_CP129672.1	4632774	4633946		plus	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		protein-coding			WP_302089919.1	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	390	QYQ99_RS21390
NZ_CP129672.1	4633939	4637190		plus	carbamoyl-phosphate synthase large subunit	carB		protein-coding			WP_302089920.1	carbamoyl-phosphate synthase large subunit	1083	QYQ99_RS21395
NZ_CP129672.1	4637411	4637887		plus	transcription elongation factor GreA	greA		protein-coding			WP_302089921.1	transcription elongation factor GreA	158	QYQ99_RS21400
NZ_CP129672.1	4638037	4638456		plus	DUF4149 domain-containing protein			protein-coding			WP_302093236.1	DUF4149 domain-containing protein	139	QYQ99_RS21405
NZ_CP129672.1	4638503	4639387		plus	Kdo hydroxylase family protein			protein-coding			WP_302089922.1	Kdo hydroxylase family protein	294	QYQ99_RS21410
NZ_CP129672.1	4639495	4640253		minus	glycosyltransferase			protein-coding			WP_302089923.1	glycosyltransferase	252	QYQ99_RS21415
NZ_CP129672.1	4640316	4640786		minus	YhbY family RNA-binding protein			protein-coding			WP_003067342.1	YhbY family RNA-binding protein	156	QYQ99_RS21420
NZ_CP129672.1	4640819	4641481		plus	RlmE family RNA methyltransferase			protein-coding			WP_302089924.1	RlmE family RNA methyltransferase	220	QYQ99_RS21425
NZ_CP129672.1	4641728	4643650		plus	ATP-dependent zinc metalloprotease FtsH	ftsH		protein-coding			WP_034367419.1	ATP-dependent zinc metalloprotease FtsH	640	QYQ99_RS21430
NZ_CP129672.1	4643722	4644570		plus	dihydropteroate synthase	folP		protein-coding			WP_302089925.1	dihydropteroate synthase	282	QYQ99_RS21435
NZ_CP129672.1	4644608	4645942		plus	phosphoglucosamine mutase	glmM		protein-coding			WP_302089926.1	phosphoglucosamine mutase	444	QYQ99_RS21440
NZ_CP129672.1	4646414	4648480		plus	polyphosphate kinase 1	ppk1		protein-coding			WP_302093237.1	polyphosphate kinase 1	688	QYQ99_RS21445
NZ_CP129672.1	4648655	4650136		minus	Ppx/GppA phosphatase family protein			protein-coding			WP_302089927.1	Ppx/GppA phosphatase family protein	493	QYQ99_RS21450
NZ_CP129672.1	4650591	4651622		plus	phosphate ABC transporter substrate-binding protein PstS	pstS		protein-coding			WP_003080259.1	phosphate ABC transporter substrate-binding protein PstS	343	QYQ99_RS21455
NZ_CP129672.1	4651796	4652734		plus	phosphate ABC transporter permease PstC	pstC		protein-coding			WP_179627128.1	phosphate ABC transporter permease PstC	312	QYQ99_RS21460
NZ_CP129672.1	4652731	4653621		plus	phosphate ABC transporter permease PstA	pstA		protein-coding			WP_302089928.1	phosphate ABC transporter permease PstA	296	QYQ99_RS21465
NZ_CP129672.1	4653639	4654415		plus	phosphate ABC transporter ATP-binding protein PstB	pstB		protein-coding			WP_302089929.1	phosphate ABC transporter ATP-binding protein PstB	258	QYQ99_RS21470
NZ_CP129672.1	4654426	4655127		plus	phosphate signaling complex protein PhoU	phoU		protein-coding			WP_003053453.1	phosphate signaling complex protein PhoU	233	QYQ99_RS21475
NZ_CP129672.1	4655146	4655841		plus	phosphate regulon transcriptional regulator PhoB	phoB		protein-coding			WP_003053455.1	phosphate regulon transcriptional regulator PhoB	231	QYQ99_RS21480
NZ_CP129672.1	4655929	4657305		plus	phosphate regulon sensor histidine kinase PhoR	phoR		protein-coding			WP_302089930.1	phosphate regulon sensor histidine kinase PhoR	458	QYQ99_RS21485
NZ_CP129672.1	4657302	4658675		minus	MATE family efflux transporter			protein-coding			WP_302089931.1	MATE family efflux transporter	457	QYQ99_RS21490
NZ_CP129672.1	4658672	4660396		minus	hypothetical protein			protein-coding			WP_302089932.1	hypothetical protein	574	QYQ99_RS21495
NZ_CP129672.1	4660572	4660817		minus	type B 50S ribosomal protein L31			protein-coding			WP_003053459.1	type B 50S ribosomal protein L31	81	QYQ99_RS21500
NZ_CP129672.1	4661174	4662877		plus	PHA/PHB synthase family protein			protein-coding			WP_302089933.1	PHA/PHB synthase family protein	567	QYQ99_RS21505
NZ_CP129672.1	4662965	4663438		plus	phasin family protein			protein-coding			WP_302089934.1	phasin family protein	157	QYQ99_RS21510
NZ_CP129672.1	4663622	4665940		plus	DUF3141 domain-containing protein			protein-coding			WP_302089935.1	DUF3141 domain-containing protein	772	QYQ99_RS21515
NZ_CP129672.1	4665937	4667058		plus	bifunctional enoyl-CoA hydratase/phosphate acetyltransferase			protein-coding			WP_302089936.1	bifunctional enoyl-CoA hydratase/phosphate acetyltransferase	373	QYQ99_RS21520
NZ_CP129672.1	4667130	4668335		plus	acetate/propionate family kinase			protein-coding			WP_302089937.1	acetate/propionate family kinase	401	QYQ99_RS21525
NZ_CP129672.1	4668575	4669702		minus	ABC transporter permease			protein-coding			WP_302089938.1	ABC transporter permease	375	QYQ99_RS21530
NZ_CP129672.1	4669892	4672681		minus	ribosome-associated ATPase/putative transporter RbbA	rbbA		protein-coding			WP_302089939.1	ribosome-associated ATPase/putative transporter RbbA	929	QYQ99_RS21535
NZ_CP129672.1	4672702	4673787		minus	HlyD family secretion protein			protein-coding			WP_302089940.1	HlyD family secretion protein	361	QYQ99_RS21540
NZ_CP129672.1	4673799	4675241		minus	efflux transporter outer membrane subunit			protein-coding			WP_302093239.1	efflux transporter outer membrane subunit	480	QYQ99_RS21545
NZ_CP129672.1	4675474	4676736		minus	transcription termination factor Rho	rho		protein-coding			WP_302089941.1	transcription termination factor Rho	420	QYQ99_RS21550
NZ_CP129672.1	4677022	4677351		minus	thioredoxin TrxA	trxA		protein-coding			WP_003053480.1	thioredoxin TrxA	109	QYQ99_RS21555
NZ_CP129672.1	4677565	4678857		plus	TIGR03862 family flavoprotein			protein-coding			WP_302089942.1	TIGR03862 family flavoprotein	430	QYQ99_RS21560
NZ_CP129672.1	4679326	4679640		plus	hypothetical protein			protein-coding			WP_003080190.1	hypothetical protein	104	QYQ99_RS21565
NZ_CP129672.1	4679687	4679762		minus	tRNA-Asn			tRNA						QYQ99_RS21570
NZ_CP129672.1	4679810	4679885		minus	tRNA-Asn			tRNA						QYQ99_RS21575
NZ_CP129672.1	4679933	4680008		minus	tRNA-Asn			tRNA						QYQ99_RS21580
NZ_CP129672.1	4680056	4680131		minus	tRNA-Asn			tRNA						QYQ99_RS21585
NZ_CP129672.1	4680177	4680252		minus	tRNA-Asn			tRNA						QYQ99_RS21590
NZ_CP129672.1	4680434	4680973		plus	peptide deformylase	def		protein-coding			WP_003080185.1	peptide deformylase	179	QYQ99_RS21595
NZ_CP129672.1	4681505	4682995		plus	nucleobase:cation symporter-2 family protein			protein-coding			WP_302089943.1	nucleobase:cation symporter-2 family protein	496	QYQ99_RS21600
NZ_CP129672.1	4683132	4684199		minus	NAD(P)/FAD-dependent oxidoreductase			protein-coding			WP_302089944.1	NAD(P)/FAD-dependent oxidoreductase	355	QYQ99_RS21605
NZ_CP129672.1	4684236	4684565		minus	ferredoxin FdxA	fdxA		protein-coding			WP_003053491.1	ferredoxin FdxA	109	QYQ99_RS21610
NZ_CP129672.1	4684711	4686084		minus	sulfate adenylyltransferase subunit 1			protein-coding			WP_302089945.1	sulfate adenylyltransferase subunit 1	457	QYQ99_RS21615
NZ_CP129672.1	4686223	4687155		minus	sulfate adenylyltransferase subunit CysD	cysD		protein-coding			WP_302089946.1	sulfate adenylyltransferase subunit CysD	310	QYQ99_RS21620
NZ_CP129672.1	4687277	4687924		minus	phosphoadenosine phosphosulfate reductase domain-containing protein			protein-coding			WP_302089947.1	phosphoadenosine phosphosulfate reductase domain-containing protein	215	QYQ99_RS21625
NZ_CP129672.1	4687921	4688307		minus	DUF934 domain-containing protein			protein-coding			WP_302089948.1	DUF934 domain-containing protein	128	QYQ99_RS21630
NZ_CP129672.1	4688332	4690116		minus	nitrite/sulfite reductase			protein-coding			WP_302089949.1	nitrite/sulfite reductase	594	QYQ99_RS21635
NZ_CP129672.1	4690401	4691720		plus	hemolysin family protein			protein-coding			WP_302089950.1	hemolysin family protein	439	QYQ99_RS21640
NZ_CP129672.1	4691797	4693743		minus	FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	mnmC		protein-coding			WP_302093240.1	FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	648	QYQ99_RS21645
NZ_CP129672.1	4693907	4694572		minus	trimeric intracellular cation channel family protein			protein-coding			WP_302089951.1	trimeric intracellular cation channel family protein	221	QYQ99_RS21650
NZ_CP129672.1	4695111	4695635		minus	cytochrome b			protein-coding			WP_302089952.1	cytochrome b	174	QYQ99_RS21655
NZ_CP129672.1	4695754	4696998		minus	TolC family protein			protein-coding			WP_302089953.1	TolC family protein	414	QYQ99_RS21660
NZ_CP129672.1	4697064	4700162		minus	efflux RND transporter permease subunit			protein-coding			WP_302089954.1	efflux RND transporter permease subunit	1032	QYQ99_RS21665
NZ_CP129672.1	4700162	4701229		minus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_302089955.1	efflux RND transporter periplasmic adaptor subunit	355	QYQ99_RS21670
NZ_CP129672.1	4702200	4703360		plus	IS30 family transposase			protein-coding			WP_302089956.1	IS30 family transposase	386	QYQ99_RS21675
NZ_CP129672.1	4703643	4704602		plus	ABC transporter substrate-binding protein			protein-coding			WP_302089957.1	ABC transporter substrate-binding protein	319	QYQ99_RS21680
NZ_CP129672.1	4704618	4705997		plus	LLM class flavin-dependent oxidoreductase			protein-coding			WP_302089958.1	LLM class flavin-dependent oxidoreductase	459	QYQ99_RS21685
NZ_CP129672.1	4706064	4707665		minus	rhodanese homology domain-containing protein			protein-coding			WP_302089959.1	rhodanese homology domain-containing protein	533	QYQ99_RS21690
NZ_CP129672.1	4707694	4708317		minus	cysteine dioxygenase			protein-coding			WP_302089960.1	cysteine dioxygenase	207	QYQ99_RS21695
NZ_CP129672.1	4708474	4709502		plus	ABC transporter substrate-binding protein			protein-coding			WP_302089961.1	ABC transporter substrate-binding protein	342	QYQ99_RS21700
NZ_CP129672.1	4709513	4710556		plus	ABC transporter permease			protein-coding			WP_302089962.1	ABC transporter permease	347	QYQ99_RS21705
NZ_CP129672.1	4710550	4711356		plus	ABC transporter ATP-binding protein			protein-coding			WP_302089963.1	ABC transporter ATP-binding protein	268	QYQ99_RS21710
NZ_CP129672.1	4711400	4712527		plus	c-type cytochrome			protein-coding			WP_302089964.1	c-type cytochrome	375	QYQ99_RS21715
NZ_CP129672.1	4712644	4713765		plus	LLM class flavin-dependent oxidoreductase			protein-coding			WP_302089965.1	LLM class flavin-dependent oxidoreductase	373	QYQ99_RS21720
NZ_CP129672.1	4713794	4714621		plus	class II aldolase/adducin family protein			protein-coding			WP_302089966.1	class II aldolase/adducin family protein	275	QYQ99_RS21725
NZ_CP129672.1	4714618	4715778		plus	acyl-CoA dehydrogenase family protein			protein-coding			WP_302089967.1	acyl-CoA dehydrogenase family protein	386	QYQ99_RS21730
NZ_CP129672.1	4715775	4716767		plus	D-isomer specific 2-hydroxyacid dehydrogenase family protein			protein-coding			WP_302089968.1	D-isomer specific 2-hydroxyacid dehydrogenase family protein	330	QYQ99_RS21735
NZ_CP129672.1	4716873	4717823		plus	ABC transporter substrate-binding protein			protein-coding			WP_302089969.1	ABC transporter substrate-binding protein	316	QYQ99_RS21740
NZ_CP129672.1	4718338	4718748		plus	VOC family protein			protein-coding			WP_302089970.1	VOC family protein	136	QYQ99_RS21745
NZ_CP129672.1	4719117	4721063		plus	bifunctional diguanylate cyclase/phosphodiesterase			protein-coding			WP_302089971.1	bifunctional diguanylate cyclase/phosphodiesterase	648	QYQ99_RS21750
NZ_CP129672.1	4721264	4722205		minus	LysR family transcriptional regulator			protein-coding			WP_302089972.1	LysR family transcriptional regulator	313	QYQ99_RS21755
NZ_CP129672.1	4722346	4723571		plus	uncharacterized gene			pseudogene						QYQ99_RS21760
NZ_CP129672.1	4723969	4725111		plus	porin			protein-coding			WP_326999253.1	porin	380	QYQ99_RS21765
NZ_CP129672.1	4725220	4726800		plus	esterase-like activity of phytase family protein			protein-coding			WP_302089974.1	esterase-like activity of phytase family protein	526	QYQ99_RS21770
NZ_CP129672.1	4727023	4727604		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_302089975.1	TetR/AcrR family transcriptional regulator	193	QYQ99_RS21775
NZ_CP129672.1	4727702	4728973		plus	beta-ketoacyl-ACP synthase II	fabF		protein-coding			WP_302089976.1	beta-ketoacyl-ACP synthase II	423	QYQ99_RS21780
NZ_CP129672.1	4729211	4730119		minus	sulfite exporter TauE/SafE family protein			protein-coding			WP_302089977.1	sulfite exporter TauE/SafE family protein	302	QYQ99_RS21785
NZ_CP129672.1	4730140	4730910		plus	AraC family transcriptional regulator			protein-coding			WP_302089978.1	AraC family transcriptional regulator	256	QYQ99_RS21790
NZ_CP129672.1	4731457	4732038		plus	HD domain-containing protein			protein-coding			WP_302089979.1	HD domain-containing protein	193	QYQ99_RS21795
NZ_CP129672.1	4732461	4733435		minus	magnesium and cobalt transport protein CorA			protein-coding			WP_302093241.1	magnesium and cobalt transport protein CorA	324	QYQ99_RS21800
NZ_CP129672.1	4733908	4734869		minus	uncharacterized gene			pseudogene						QYQ99_RS21805
NZ_CP129672.1	4735539	4736513		minus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302089980.1	Bug family tripartite tricarboxylate transporter substrate binding protein	324	QYQ99_RS21810
NZ_CP129672.1	4736797	4737279		plus	GreA/GreB family elongation factor			protein-coding			WP_302089981.1	GreA/GreB family elongation factor	160	QYQ99_RS21815
NZ_CP129672.1	4737711	4738691		minus	AraC family transcriptional regulator			protein-coding			WP_302089982.1	AraC family transcriptional regulator	326	QYQ99_RS21820
NZ_CP129672.1	4739768	4740184		plus	type IV pilin protein			protein-coding			WP_302089983.1	type IV pilin protein	138	QYQ99_RS21825
NZ_CP129672.1	4740184	4740750		plus	GspH/FimT family pseudopilin			protein-coding			WP_302093242.1	GspH/FimT family pseudopilin	188	QYQ99_RS21830
NZ_CP129672.1	4740744	4741256		plus	hypothetical protein			protein-coding			WP_302089984.1	hypothetical protein	170	QYQ99_RS21835
NZ_CP129672.1	4741305	4742390		plus	PilW family protein			protein-coding			WP_302089985.1	PilW family protein	361	QYQ99_RS21840
NZ_CP129672.1	4742396	4742992		plus	pilus assembly PilX family protein			protein-coding			WP_302089986.1	pilus assembly PilX family protein	198	QYQ99_RS21845
NZ_CP129672.1	4743139	4749072		plus	pilus assembly protein			protein-coding			WP_302089987.1	pilus assembly protein	1977	QYQ99_RS21850
NZ_CP129672.1	4749503	4750000		plus	hypothetical protein			protein-coding			WP_302089988.1	hypothetical protein	165	QYQ99_RS21855
NZ_CP129672.1	4750245	4751810		minus	OprD family outer membrane porin			protein-coding			WP_302089989.1	OprD family outer membrane porin	521	QYQ99_RS21860
NZ_CP129672.1	4751800	4752897		plus	DUF1624 domain-containing protein			protein-coding			WP_302089990.1	DUF1624 domain-containing protein	365	QYQ99_RS21865
NZ_CP129672.1	4752967	4753359		plus	Fur family transcriptional regulator			protein-coding			WP_003081454.1	Fur family transcriptional regulator	130	QYQ99_RS21870
NZ_CP129672.1	4753630	4754709		minus	SDR family oxidoreductase			protein-coding			WP_302089991.1	SDR family oxidoreductase	359	QYQ99_RS21875
NZ_CP129672.1	4754783	4755172		plus	MerR family transcriptional regulator			protein-coding			WP_302089992.1	MerR family transcriptional regulator	129	QYQ99_RS21880
NZ_CP129672.1	4755565	4757751		plus	TonB-dependent siderophore receptor			protein-coding			WP_302089993.1	TonB-dependent siderophore receptor	728	QYQ99_RS21885
NZ_CP129672.1	4758057	4759769		plus	PepSY-associated TM helix domain-containing protein			protein-coding			WP_302093243.1	PepSY-associated TM helix domain-containing protein	570	QYQ99_RS21890
NZ_CP129672.1	4759766	4760107		plus	DUF3325 domain-containing protein			protein-coding			WP_302089994.1	DUF3325 domain-containing protein	113	QYQ99_RS21895
NZ_CP129672.1	4760217	4761398		plus	efflux RND transporter periplasmic adaptor subunit			protein-coding			WP_302089995.1	efflux RND transporter periplasmic adaptor subunit	393	QYQ99_RS21900
NZ_CP129672.1	4761404	4763362		plus	ABC transporter permease			protein-coding			WP_302093244.1	ABC transporter permease	652	QYQ99_RS21905
NZ_CP129672.1	4763365	4764753		plus	efflux transporter outer membrane subunit			protein-coding			WP_302089996.1	efflux transporter outer membrane subunit	462	QYQ99_RS21910
NZ_CP129672.1	4765025	4766188		minus	GGDEF domain-containing protein			protein-coding			WP_302089997.1	GGDEF domain-containing protein	387	QYQ99_RS21915
NZ_CP129672.1	4766524	4767744		minus	ISL3 family transposase			protein-coding			WP_302089465.1	ISL3 family transposase	406	QYQ99_RS21920
NZ_CP129672.1	4767881	4768156		minus	oxidative damage protection protein			protein-coding			WP_003053502.1	oxidative damage protection protein	91	QYQ99_RS21925
NZ_CP129672.1	4768300	4769331		plus	sulfate ABC transporter substrate-binding protein			protein-coding			WP_302089998.1	sulfate ABC transporter substrate-binding protein	343	QYQ99_RS21930
NZ_CP129672.1	4769400	4769996		plus	NADPH-dependent FMN reductase	ssuE		protein-coding			WP_302089999.1	NADPH-dependent FMN reductase	198	QYQ99_RS21935
NZ_CP129672.1	4770209	4771231		plus	sulfonate ABC transporter substrate-binding protein			protein-coding			WP_302090000.1	sulfonate ABC transporter substrate-binding protein	340	QYQ99_RS21940
NZ_CP129672.1	4771252	4772334		plus	sulfonate ABC transporter substrate-binding protein			protein-coding			WP_302090001.1	sulfonate ABC transporter substrate-binding protein	360	QYQ99_RS21945
NZ_CP129672.1	4772358	4773581		plus	FMNH2-dependent alkanesulfonate monooxygenase	ssuD		protein-coding			WP_302090002.1	FMNH2-dependent alkanesulfonate monooxygenase	407	QYQ99_RS21950
